ID;Position;ParentID;Type;Key;Title;Description;ReleasePolicy;Datatype;Unit;Decimals;Default
151;;150;TopicGroup;;Banen van werknemers;"Het gemiddeld aantal banen in december van werknemers in dienst van bedrijven en instellingen.

De banen van werknemers per bedrijf worden bepaald uit de Loonaangifteketen (Polisadministratie) van de Belastingdienst en het UWV. 
Voor de verdeling van banen naar vestigingen wordt aanvullend schriftelijk geënquêteerd onder een aantal bedrijven. De vestigingsinformatie van de overige bedrijven, alsmede de SBI 2008, wordt gehaald uit het Algemeen Bedrijvenregister van het CBS.

Met ingang van verslagjaar 2011 is de methode van baanafbakening uit de Polisadministratie gewijzigd. Deze methodewijziging is doorgevoerd omdat uit onderzoek is gebleken dat een aantal banen wel in de ruwe Polisdata en in ander bronmateriaal van de Belastingdienst (Fibase) aanwezig waren, maar niet in de uiteindelijk afgebakende baanpopulatie. De nieuwe methode neemt deze banen wel mee. Deze methodewijziging leidt tot een uitbreiding van de baanpopulatie met gemiddeld zo'n 100 duizend banen op jaarbasis, dit is 1,3 % van de totale populatie. Het overgrote deel van deze extra banen betreft banen zonder werknemersverzekeringen; ongeveer een derde zijn directeuren-grootaandeelhouder met een eigen bedrijf. Vanaf verslagjaar 2011 wordt de nieuwe baanpopulatie gebruikt. Voor 2010 geldt dat de nader voorlopige cijfers met de nieuwe baanpopulatie zijn gemaakt en de voorlopige cijfers met de oude baanpopulatie. Verslagjaar 2008 en 2009 zijn met de oude baanpopulatie gemaakt.

Het CBS voegt bedrijven en instellingen vanaf 2010 in een beperkt aantal gevallen op een andere manier samen tot ondernemingengroepen dan daarvoor het geval was. 
Een andere wijziging is dat het aantal werkzame personen en daarvan afgeleid de grootteklasse van bedrijven in het Algemeen Bedrijvenregister (ABR) van het CBS vanaf 2010 meer dan voorheen is gebaseerd op individuele gegevens uit de Polisadministratie van het UWV.
Door deze veranderingen kan het voorkomen dat de codering volgens de Standaard Bedrijfsindeling (SBI 2008) en/of de grootteklasse van een bedrijf of ondernemingengroep wijzigen. Dit kan in sommige gevallen gevolgen hebben voor de uitkomsten van een statistiek, vooral voor de uitkomsten per branche/ bedrijfstak of grootteklasse.
Voor de cijfers in deze tabel geldt dat de ontwikkeling van het aantal banen tussen 2009 en 2010 per bedrijfstak in een aantal regio's is beïnvloed is door de samenvoeging van bedrijven en instellingen tot ondernemingengroepen.

Dit onderwerp bevat voorlopige cijfers van het meest recente verslagjaar. 
Bij elke jaarlijkse actualisering worden voorlopige cijfers van een verslagjaar geüpdatet met een definitieve versie over hetzelfde jaar, en wordt een voorlopige versie van een nieuw verslagjaar gepubliceerd. De definitieve cijfers worden in principe niet meer verder geüpdatet, behalve wanneer de bron nog sterk wijzigt. Dit kan in principe tot vijf jaar na afloop van een verslagjaar.
";;;;;
152;113;151;Topic;TotaalAantalBanen_112;Totaal aantal banen;;;Double;x 1 000;1;Impossible
153;114;151;Topic;ALandbouwBosbouwEnVisserij_113;A Landbouw, bosbouw en visserij;"Deze sectie omvat:
- de exploitatie van natuurlijke plantaardige en dierlijke hulpbronnen:
w.o. de akkerbouw, veeteelt en de productie van overige planten en dieren op een agrarisch bedrijf of in het natuurlijke leefgebied;
w.o. bosbouw, houtteelt en jacht;
w.o. specifieke loondiensten met betrekking tot het productieproces landbouw,
jacht en bosbouw worden eveneens in deze sectie ingedeeld;
w.o. visserij: de vangst of het kweken van vis, schaaldieren en weekdieren.
";;Double;x 1 000;1;Impossible
154;115;151;Topic;BFNijverheidEnEnergie_114;B-F Nijverheid en energie;"Deze categorie is een samentelling van categorieën:
B Winning van delfstoffen
C Industrie
D Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht
E Winning en distributie van water; afval- en afvalwaterbeheer en sanering
F Bouwnijverheid
";;Double;x 1 000;1;Impossible
155;116;151;Topic;GNCommercieleDienstverlening_115;G-N Commerciële dienstverlening;"Deze categorie is een samentelling van categorieën:
G Groot- en detailhandel; reparatie van auto's
H Vervoer en opslag
I Logies-, maaltijd- en drankverstrekking
J Informatie en communicatie
K Financiële instellingen
L Verhuur van en handel in onroerend goed
M Advisering, onderzoek en overige specialistische zakelijke dienstverlening
N Verhuur van roerende goederen en overige zakelijke dienstverlening
";;Double;x 1 000;1;Impossible
156;117;151;Topic;OUNietCommercieleDienstverlening_116;O-U Niet-commerciële dienstverlening;"Deze categorie is een samentelling van categorieën:
O Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen
P Onderwijs
Q Gezondheids- en welzijnszorg
R Cultuur, sport en recreatie
S Overige dienstverlening

De categorieën
T Huishoudens als werkgever
U Extraterritoriale organisaties en lichamen
zitten niet in de populatie.";;Double;x 1 000;1;Impossible
157;;150;TopicGroup;;Banen van werknemers, relatief;Het gemiddeld aantal banen in december van werknemers in dienst van bedrijven en instellingen, als percentage van het totaal aantal banen.;;;;;
158;118;157;Topic;ALandbouwBosbouwEnVisserij_117;A Landbouw, bosbouw en visserij;"Deze sectie omvat:
- de exploitatie van natuurlijke plantaardige en dierlijke hulpbronnen:
w.o. de akkerbouw, veeteelt en de productie van overige planten en dieren op een agrarisch bedrijf of in het natuurlijke leefgebied;
w.o. bosbouw, houtteelt en jacht;
w.o. specifieke loondiensten met betrekking tot het productieproces landbouw,
jacht en bosbouw worden eveneens in deze sectie ingedeeld;
w.o. visserij: de vangst of het kweken van vis, schaaldieren en weekdieren.
";;Double;%;0;Impossible
159;119;157;Topic;BFNijverheidEnEnergie_118;B-F Nijverheid en energie;"Deze categorie is een samentelling van categorieën:
B Winning van delfstoffen
C Industrie
D Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht
E Winning en distributie van water; afval- en afvalwaterbeheer en sanering
F Bouwnijverheid
";;Double;%;0;Impossible
160;120;157;Topic;GNCommercieleDienstverlening_119;G-N Commerciële dienstverlening;"Deze categorie is een samentelling van categorieën:
G Groot- en detailhandel; reparatie van auto's
H Vervoer en opslag
I Logies-, maaltijd- en drankverstrekking
J Informatie en communicatie
K Financiële instellingen
L Verhuur van en handel in onroerend goed
M Advisering, onderzoek en overige specialistische zakelijke dienstverlening
N Verhuur van roerende goederen en overige zakelijke dienstverlening
";;Double;%;0;Impossible
161;121;157;Topic;OUNietCommercieleDienstverlening_120;O-U Niet-commerciële dienstverlening;"Deze categorie is een samentelling van categorieën:
O Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen
P Onderwijs
Q Gezondheids- en welzijnszorg
R Cultuur, sport en recreatie
S Overige dienstverlening
De categorieën T en U zitten niet in de populatie.
";;Double;%;0;Impossible
162;;;TopicGroup;;Inkomen en vermogen;Inkomen en vermogen van huishoudens. De populatie bestaat uit alle particuliere huishoudens met bekend inkomen, waarbij studentenhuishoudens in deze tabel worden uitgesloten. Peildatum voor de populatie is 1 januari van het verslagjaar.;;;;;
163;122;162;Topic;ParticuliereHuishoudensExclStudenten_121;Particuliere huishoudens excl. studenten;Eén of meer personen die samen een woonruimte bewonen en zichzelf, dus niet-bedrijfsmatig, voorzien in de dagelijkse levensbehoeften (exclusief studentenhuishoudens).;;Double;x 1 000;1;Impossible
164;;162;TopicGroup;;Inkomen van particuliere huishoudens;"Besteedbaar inkomen van particuliere huishoudens (exclusief studentenhuishoudens).

Besteedbaar inkomen: het bruto-inkomen verminderd met betaalde inkomensoverdrachten, premies inkomensverzekeringen, premies ziektekostenverzekeringen en belastingen op inkomen en vermogen. Betaalde inkomensoverdrachten bestaan uit overdrachten tussen huishoudens zoals alimentatie betaald aan de ex-echtgeno(o)t(e). Premies inkomensverzekeringen betreffen premies betaald voor sociale verzekeringen, volksverzekeringen en particuliere verzekeringen in verband met werkloosheid, ziekte en arbeidsongeschiktheid en ouderdom en nabestaanden.
";;;;;
165;;164;TopicGroup;;Gemiddeld besteedbaar inkomen;"Gemiddeld besteedbaar inkomen van particuliere huishoudens (exclusief studentenhuishoudens).

Het besteedbaar inkomen bestaat uit het bruto-inkomen verminderd met betaalde inkomensoverdrachten, premies inkomensverzekeringen, premies ziektekostenverzekeringen en belastingen op inkomen en vermogen.";;;;;
166;123;165;Topic;ParticuliereHuishoudensExclStudenten_122;Particuliere huishoudens excl. studenten;Eén of meer personen die samen een woonruimte bewonen en zichzelf, dus niet-bedrijfsmatig, voorzien in de dagelijkse levensbehoeften (exclusief studentenhuishoudens).;;Double;1 000 euro;1;Impossible
167;124;165;Topic;TypeEenpersoonshuishouden_123;Type: Eenpersoonshuishouden;"Particulier huishouden bestaande uit één persoon.

Tot eenpersoonshuishoudens, ook wel alleenstaanden genoemd, worden ook personen gerekend die met anderen op eenzelfde adres wonen maar een eigen huishouding voeren. Alleenstaanden worden in alle burgerlijke staten aangetroffen; zo kunnen gehuwden na het stuklopen van hun relatie (in afwachting van een scheiding) alleen wonen.";;Double;1 000 euro;1;Impossible
168;125;165;Topic;TypeEenoudergezin_124;Type: Eenoudergezin;Particulier huishouden bestaande uit één ouder met één of meer thuiswonende kinderen.;;Double;1 000 euro;1;Impossible
169;126;165;Topic;TypePaarZonderKind_125;Type: Paar, zonder kind;"Meerpersoonshuishouden bestaande uit een paar zonder thuiswonend(e) kind(eren)

Meerpersoonshuishouden: Een particulier huishouden bestaande uit twee of meer personen.
Paar: Twee op basis van huwelijk, partnerschapsregistratie of samenwoonrelatie bij elkaar behorende personen.";;Double;1 000 euro;1;Impossible
170;127;165;Topic;TypePaarMetKindEren_126;Type: Paar, met kind(eren);"Meerpersoonshuishouden bestaande uit een paar met (een) thuiswonend(e) kind(eren)

Meerpersoonshuishouden: Een particulier huishouden bestaande uit twee of meer personen.
Paar: Twee op basis van huwelijk, partnerschapsregistratie of samenwoonrelatie bij elkaar behorende personen.
";;Double;1 000 euro;1;Impossible
171;128;165;Topic;BronInkomenAlsWerknemer_127;Bron: Inkomen als werknemer;Huishoudens waarvoor het loon van werknemer de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
172;129;165;Topic;BronInkomenAlsZelfstandige_128;Bron: Inkomen als zelfstandige;Huishoudens waarvoor het inkomen als zelfstandig ondernemer, directeur-grootaandeelhouder en overig zelfstandige de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
173;130;165;Topic;BronOverdrachtsinkomen_129;Bron: Overdrachtsinkomen;Huishoudens waarvoor een uitkering, pensioen of studiefinanciering de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
174;131;165;Topic;WoningbezitEigenWoning_130;Woningbezit: eigen woning;Een huishouden woont in een eigen woning of in een gehuurde woning. Van de huishoudens die een woning huren, is bepaald of zij wel of geen huurtoeslag ontvangen hebben.;;Double;1 000 euro;1;Impossible
175;132;165;Topic;WoningbezitHuurwoning_131;Woningbezit: huurwoning;Een huishouden woont in een eigen woning of in een gehuurde woning. Van de huishoudens die een woning huren, is bepaald of zij wel of geen huurtoeslag ontvangen hebben.;;Double;1 000 euro;1;Impossible
176;;164;TopicGroup;;Gemiddeld gestandaardiseerd inkomen;"Gemiddeld gestandaardiseerd inkomen van particuliere huishoudens (exclusief studentenhuishoudens).

Het gestandaardiseerd besteedbaar inkomen is het besteedbaar inkomen gecorrigeerd voor verschillen in grootte en samenstelling van het huishouden. Deze correctie vindt plaats met behulp van equivalentiefactoren. In de equivalentiefactor komen de schaalvoordelen tot uitdrukking die het gevolg zijn van het voeren van een gemeenschappelijke huishouding. Met behulp van de equivalentiefactoren worden alle inkomens herleid tot het inkomen van een eenpersoonshuishouden. Op deze wijze is het welvaartsniveau van verschillende typen huishoudens onderling vergelijkbaar gemaakt. Het gestandaardiseerd inkomen is een maat voor de welvaart van (de leden van) een huishouden.";;;;;
177;133;176;Topic;ParticuliereHuishoudensExclStudenten_132;Particuliere huishoudens excl. studenten;Eén of meer personen die samen een woonruimte bewonen en zichzelf, dus niet-bedrijfsmatig, voorzien in de dagelijkse levensbehoeften (exclusief studentenhuishoudens).;;Double;1 000 euro;1;Impossible
178;134;176;Topic;TypeEenpersoonshuishouden_133;Type: Eenpersoonshuishouden;"Particulier huishouden bestaande uit één persoon.

Tot eenpersoonshuishoudens, ook wel alleenstaanden genoemd, worden ook personen gerekend die met anderen op eenzelfde adres wonen maar een eigen huishouding voeren. Alleenstaanden worden in alle burgerlijke staten aangetroffen; zo kunnen gehuwden na het stuklopen van hun relatie (in afwachting van een scheiding) alleen wonen.";;Double;1 000 euro;1;Impossible
179;135;176;Topic;TypeEenoudergezin_134;Type: Eenoudergezin;Particulier huishouden bestaande uit één ouder met één of meer thuiswonende kinderen.;;Double;1 000 euro;1;Impossible
180;136;176;Topic;TypePaarZonderKind_135;Type: Paar, zonder kind;"Meerpersoonshuishouden bestaande uit een paar zonder thuiswonend(e) kind(eren)

Meerpersoonshuishouden: Een particulier huishouden bestaande uit twee of meer personen.
Paar: Twee op basis van huwelijk, partnerschapsregistratie of samenwoonrelatie bij elkaar behorende personen.";;Double;1 000 euro;1;Impossible
181;137;176;Topic;TypePaarMetKindEren_136;Type: Paar, met kind(eren);"Meerpersoonshuishouden bestaande uit een paar met (een) thuiswonend(e) kind(eren)

Meerpersoonshuishouden: Een particulier huishouden bestaande uit twee of meer personen.
Paar: Twee op basis van huwelijk, partnerschapsregistratie of samenwoonrelatie bij elkaar behorende personen.
";;Double;1 000 euro;1;Impossible
182;138;176;Topic;BronInkomenAlsWerknemer_137;Bron: Inkomen als werknemer;Huishoudens waarvoor het loon van werknemer de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
183;139;176;Topic;BronInkomenAlsZelfstandige_138;Bron: Inkomen als zelfstandige;Huishoudens waarvoor het inkomen als zelfstandig ondernemer, directeur-grootaandeelhouder en overig zelfstandige de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
184;140;176;Topic;BronOverdrachtsinkomen_139;Bron: Overdrachtsinkomen;Huishoudens waarvoor een uitkering, pensioen of studiefinanciering de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
185;141;176;Topic;WoningbezitEigenWoning_140;Woningbezit: eigen woning;Een huishouden woont in een eigen woning of in een gehuurde woning. Van de huishoudens die een woning huren, is bepaald of zij wel of geen huurtoeslag ontvangen hebben.;;Double;1 000 euro;1;Impossible
186;142;176;Topic;WoningbezitHuurwoning_141;Woningbezit: huurwoning;Een huishouden woont in een eigen woning of in een gehuurde woning. Van de huishoudens die een woning huren, is bepaald of zij wel of geen huurtoeslag ontvangen hebben.;;Double;1 000 euro;1;Impossible
187;;162;TopicGroup;;Mediaan vermogen huishoudens;"Mediaan vermogen van particuliere huishoudens (exclusief studentenhuishoudens).

De mediaan is het middelste getal wanneer alle getalen van laag naar hoog worden gesorteerd.
Vermogen is het saldo van bezittingen en schulden. Bezittingen worden gevormd door bank- en spaartegoeden, effecten, de eigen woning, overig onroerend goed, ondernemingsvermogen, aanmerkelijk belang en de overige bezittingen. De schulden omvatten onder meer schulden ten behoeve van een eigen woning en consumptief krediet.";;;;;
188;143;187;Topic;ParticuliereHuishoudensExclStudenten_142;Particuliere huishoudens excl. studenten;Eén of meer personen die samen een woonruimte bewonen en zichzelf, dus niet-bedrijfsmatig, voorzien in de dagelijkse levensbehoeften (exclusief studentenhuishoudens).;;Double;1 000 euro;1;Impossible
189;144;187;Topic;TypeEenpersoonshuishouden_143;Type: Eenpersoonshuishouden;"Particulier huishouden bestaande uit één persoon.

Tot eenpersoonshuishoudens, ook wel alleenstaanden genoemd, worden ook personen gerekend die met anderen op eenzelfde adres wonen maar een eigen huishouding voeren. Alleenstaanden worden in alle burgerlijke staten aangetroffen; zo kunnen gehuwden na het stuklopen van hun relatie (in afwachting van een scheiding) alleen wonen.";;Double;1 000 euro;1;Impossible
190;145;187;Topic;TypeEenoudergezin_144;Type: Eenoudergezin;Particulier huishouden bestaande uit één ouder met één of meer thuiswonende kinderen.;;Double;1 000 euro;1;Impossible
191;146;187;Topic;TypePaarZonderKind_145;Type: Paar, zonder kind;"Meerpersoonshuishouden bestaande uit een paar zonder thuiswonend(e) kind(eren)

Meerpersoonshuishouden: Een particulier huishouden bestaande uit twee of meer personen.
Paar: Twee op basis van huwelijk, partnerschapsregistratie of samenwoonrelatie bij elkaar behorende personen.";;Double;1 000 euro;1;Impossible
192;147;187;Topic;TypePaarMetKindEren_146;Type: Paar, met kind(eren);"Meerpersoonshuishouden bestaande uit een paar met (een) thuiswonend(e) kind(eren)

Meerpersoonshuishouden: Een particulier huishouden bestaande uit twee of meer personen.
Paar: Twee op basis van huwelijk, partnerschapsregistratie of samenwoonrelatie bij elkaar behorende personen.
";;Double;1 000 euro;1;Impossible
193;148;187;Topic;BronInkomenAlsWerknemer_147;Bron: Inkomen als werknemer;Huishoudens waarvoor het loon van werknemer de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
194;149;187;Topic;BronInkomenAlsZelfstandige_148;Bron: Inkomen als zelfstandige;Huishoudens waarvoor het inkomen als zelfstandig ondernemer, directeur-grootaandeelhouder en overig zelfstandige de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
195;150;187;Topic;BronOverdrachtsinkomen_149;Bron: Overdrachtsinkomen;Huishoudens waarvoor een uitkering, pensioen of studiefinanciering de voornaamste inkomensbron vormt.;;Double;1 000 euro;1;Impossible
196;151;187;Topic;WoningbezitEigenWoning_150;Woningbezit: eigen woning;Een huishouden woont in een eigen woning of in een gehuurde woning. Van de huishoudens die een woning huren, is bepaald of zij wel of geen huurtoeslag ontvangen hebben.;;Double;1 000 euro;1;Impossible
197;152;187;Topic;WoningbezitHuurwoning_151;Woningbezit: huurwoning;Een huishouden woont in een eigen woning of in een gehuurde woning. Van de huishoudens die een woning huren, is bepaald of zij wel of geen huurtoeslag ontvangen hebben.;;Double;1 000 euro;1;Impossible
198;;;TopicGroup;;Sociale zekerheid;;;;;;
199;;198;TopicGroup;;Uitkeringsontvangers, totaal;"Totaal aantal personen met een uitkering in het kader van de Werkloosheidswet (WW), bijstandswet (PW), bijstandsgerelateerde wet (IOAW, IOAZ, Bbz), arbeidsongeschiktheidswet (WAO, WIA, WAZ, Wajong, Wet Wajong) of de Algemene ouderdomswet (AOW).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.
Cijfers over het aantal personen met een AOW-uitkering zijn vanaf 2013 toegevoegd.

Het is mogelijk dat een persoon aanspraak maakt op meer dan één uitkering. Dat kunnen uitkeringen zijn van eenzelfde soort (bijvoorbeeld twee WAO-uitkeringen) of twee uitkeringen van verschillend type (zoals een WW en een bijstandsuitkering). In het laatste geval wordt de persoon bij beide soorten uitkeringen meegeteld. In het eerste geval slechts één keer (bij de WAO). Bij de totaaltellingen wordt de persoon uiteraard maar één keer geteld.
";;;;;
200;153;199;Topic;UitkeringsontvangersTotaal_152;Uitkeringsontvangers, totaal;"Totaal aantal personen met een uitkering in het kader van de Werkloosheidswet (WW), bijstandswet (PW), bijstandsgerelateerde wet (IOAW, IOAZ, Bbz), arbeidsongeschiktheidswet (WAO, WIA, WAZ, Wajong, Wet Wajong) of de Algemene ouderdomswet (AOW).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.
Cijfers over het aantal personen met een AOW-uitkering zijn vanaf 2013 toegevoegd.

Het is mogelijk dat een persoon aanspraak maakt op meer dan één uitkering. Dat kunnen uitkeringen zijn van eenzelfde soort (bijvoorbeeld twee WAO-uitkeringen) of twee uitkeringen van verschillend type (zoals een WW en een bijstandsuitkering). In het laatste geval wordt de persoon bij beide soorten uitkeringen meegeteld. In het eerste geval slechts één keer (bij de WAO). Bij de totaaltellingen wordt de persoon uiteraard maar één keer geteld.
";;Double;aantal;0;Impossible
201;154;199;Topic;TotDeAOWLeeftijd_153;Tot de AOW- leeftijd;"Het aantal personen tot de AOW-gerechtigde leeftijd dat een uitkering ontvangt in het kader van de Werkloosheidswet (WW), bijstandswet (PW), bijstandsgerelateerde wet (IOAW, IOAZ, WWIK, Bbz), arbeidsongeschiktheidswet (WAO, WIA, WAZ, Wajong, Wet Wajong) of Algemene ouderdomswet (AOW).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is: 
Tot 2013: 65 jaar.
Vanaf 2013: gekoppeld aan de levensverwachting,
";;Double;aantal;0;Impossible
202;155;199;Topic;VanafDeAOWLeeftijd_154;Vanaf de AOW- leeftijd;"Het aantal personen vanaf de AOW-gerechtigde leeftijd dat een uitkering ontvangt in het kader van de bijstandswet of de Algemene ouderdomswet (AOW).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.
Cijfers over het aantal personen met een AOW-uitkering zijn vanaf 2013 toegevoegd.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is: 
Tot 2013: 65 jaar.
Vanaf 2013: gekoppeld aan de levensverwachting,
";;Double;aantal;0;Impossible
203;;198;TopicGroup;;Uitkeringsontvangers per soort uitkering;"Het aantal personen dat een sociale zekerheidsuitkering ontvangt uitgesplitst naar de soort uitkering.
Het gaat hier om werkloosheidsuitkeringen, bijstandsuitkeringen, bijstandsgerelateerde uitkeringen, arbeidsongeschiktheidsuitkeringen en AOW-uitkeringen.

De cijfers hebben betrekking op de laatste dag van de verslagperiode.
Cijfers over het aantal personen met een AOW-uitkering zijn vanaf 2013 toegevoegd.

Het is mogelijk dat een persoon aanspraak maakt op meer dan één uitkering. Dat kunnen uitkeringen zijn van eenzelfde soort (bijvoorbeeld twee WAO-uitkeringen) of twee uitkeringen van verschillend type (zoals een WW en een bijstandsuitkering. In het laatste geval wordt de persoon bij beide soorten uitkeringen meegeteld. In het eerste geval slechts één keer (bij de WAO). Bij de totaaltellingen wordt de persoon uiteraard ook maar één keer geteld.
";;;;;
204;156;203;Topic;Werkloosheid_155;Werkloosheid;"Het aantal personen dat een uitkering ontvangt in het kader van de Werkloosheidwet (WW). 

De cijfers hebben betrekking op de laatste dag van de verslagperiode.
";;Double;aantal;0;Impossible
205;;203;TopicGroup;;Bijstand en bijstandsgerelateerd;"Het aantal personen dat een uitkering ontvangt in het kader van de bijstandswet of bijstandsgerelateerde wet.

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

Vanaf 1 januari 2015 is de Wet werk en bijstand opgegaan in de Participatiewet. Een ieder die kan werken maar daarbij ondersteuning nodig heeft, valt sinds 1 januari 2015 onder de Participatiewet.

Bijstandsgerelateerde wetten zijn de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte werkloze werknemers (IOAW), de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte gewezen zelfstandigen (IOAZ) en het Besluit bijstandsverlening zelfstandigen 2004 (Bbz).
Personen met een uitkering in het kader van het Besluit bijstandsverlening zelfstandigen 2004 (Bbz) zijn uitsluitend opgenomen in het totaal aantal personen dat een bijstandsuitkering of bijstandsgerelateerde uitkering ontvangt.

Besluit bijstandsverlening zelfstandigen 2004 (Bbz):
Het Besluit bijstandsverlening zelfstandigen 2004 (Bbz) is ingesteld om een zelfstandige tijdelijk een uitkering te verstrekken totdat hij weer in zijn eigen levensbehoeften kan voorzien. 
Degenen die in aanmerking komen voor het Bbz zijn gevestigde zelfstandigen die tijdelijk in financiële problemen verkeren, of startende zelfstandigen. 
Daarnaast biedt het Bbz ook hulp aan oudere zelfstandigen met een niet-levensvatbaar bedrijf of hulp wanneer zelfstandigen hun bedrijf willen beëindigen.
";;;;;
206;157;205;Topic;BijstandGerelateerdTotAOWLeeftijd_156;Bijstand(gerelateerd) tot AOW-leeftijd;"Het aantal personen tot de AOW-gerechtigde leeftijd dat een uitkering ontvangt in het kader van de Participatiewet (PW), de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte werkloze werknemers (IOAW), de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte gewezen zelfstandigen (IOAZ), de Wet werk en inkomen kunstenaars (WWIK) en het Besluit bijstandsverlening zelfstandigen 2004 (Bbz).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is: 
Tot 2013: 65 jaar.
Vanaf 2013: gekoppeld aan de levensverwachting,
";;Double;aantal;0;Impossible
207;158;205;Topic;BijstandGerelateerdVanafAOWLeeftijd_157;Bijstand(gerelateerd) vanaf AOW-leeftijd;"Het aantal personen vanaf de AOW-gerechtigde leeftijd dat een uitkering ontvangt in het kader van de Participatiewet.

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is: 
Tot 2013: 65 jaar.
Vanaf 2013: gekoppeld aan de levensverwachting,
";;Double;aantal;0;Impossible
208;159;205;Topic;BijstandTotDeAOWLeeftijd_158;Bijstand tot de AOW-leeftijd;"Het aantal personen tot de AOW-gerechtigde leeftijd dat een uitkering ontvangt in het kader van de Participatiewet. Ingaande 1 januari 2015 is de Wet werk en bijstand opgegaan in de Participatiewet. Een ieder die kan werken maar daarbij ondersteuning nodig heeft, valt sinds 1 januari 2015 onder de Participatiewet.

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is: 
Tot 2013: 65 jaar.
Vanaf 2013: gekoppeld aan de levensverwachting,
";;Double;aantal;0;Impossible
209;;203;TopicGroup;;Arbeidsongeschiktheid;"Het aantal personen dat een arbeidsongeschiktheidsuitkering ontvangt in het kader van de Wet op de arbeidsongeschiktheidsverzekering (WAO), de Wet werk en inkomen naar arbeidsvermogen (WIA), de Wet arbeidsongeschiktheidsverzekering zelfstandigen (WAZ), 
de Wet arbeidsongeschiktheidsvoorziening jonggehandicapten (Wajong) en de Wet werk en arbeidsondersteuning jonggehandicapten (Wet Wajong).
Het recht op een uitkering in het kader van een van bovengenoemde wetten vervalt bij het bereiken van de AOW-gerechtigde leeftijd.

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

Het is mogelijk dat een persoon aanspraak maakt op meer dan één uitkering. Dat kunnen uitkeringen zijn van eenzelfde soort (bijvoorbeeld twee WAO-uitkeringen) of twee uitkeringen van verschillend type (zoals een WW en een bijstandsuitkering). In het laatste geval wordt de persoon bij beide soorten uitkeringen meegeteld. In het eerste geval slechts één keer (bij de WAO). Bij de totaaltellingen wordt de persoon uiteraard maar één keer geteld. 
";;;;;
210;160;209;Topic;ArbeidsongeschiktheidTotaal_159;Arbeidsongeschiktheid, totaal;"Het totaal aantal personen dat een arbeidsongeschiktheidsuitkering (WAO, WIA, WAZ, Wajong, Wet Wajong) ontvangt.

De cijfers hebben betrekking op de laatste dag van de verslagperiode.
";;Double;aantal;0;Impossible
211;161;209;Topic;WAOUitkering_160;WAO-uitkering;"Het aantal personen dat een uitkering ontvangt in het kader van de Wet op de arbeidsongeschiktheidsverzekering (WAO).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

Wet op de arbeidsongeschiktheidsverzekering (WAO)
De wet geeft werknemers die voor 1 januari 2004 arbeidsongeschikt zijn geworden recht op een loonvervangende uitkering, zolang zij minimaal 15% arbeidsongeschiktheid zijn.
De WAO is met ingang van 2005 vervangen door de Wet werk en inkomen naar arbeidsvermogen (WIA), maar blijft bestaan voor mensen die al een WAO-uitkering hadden of binnen 5 jaar na het beëindigen van de uitkering opnieuw arbeidsongeschikt worden door dezelfde oorzaak.
Het recht op een WAO-uitkering vervalt bij het bereiken van de AOW-gerechtigde leeftijd. 
";;Double;aantal;0;Impossible
